year,country,gdp_tier,industry,company_size,num_employees,rd_spend_pct_gdp,internet_penetration_pct,digital_maturity_index,ai_adoption_rate,adoption_level,prior_year_adoption_rate,adoption_momentum,rolling_3yr_avg,years_since_2018
2024,Germany,3,Education,Large,14036,3.06,99.0,95.8,83.92,High,81.06,2.8599999999999994,68.16333333333334,6
2025,Germany,3,Education,Large,22996,2.09,99.0,65.3,95.47,High,83.92,11.549999999999997,76.56333333333333,7
2018,Germany,3,Education,Medium,109,2.89,99.0,92.2,22.37,Low,22.37,0.0,22.37,0
2019,Germany,3,Education,Medium,273,3.08,99.0,82.0,34.31,Medium,22.37,11.940000000000001,22.37,1
2020,Germany,3,Education,Medium,583,3.02,99.0,90.8,48.05,Medium,34.31,13.739999999999995,28.340000000000003,2
2021,Germany,3,Education,Medium,195,2.08,99.0,99.9,42.02,Medium,48.05,-6.029999999999994,34.910000000000004,3
2022,Germany,3,Education,Medium,393,2.33,96.4,77.6,52.46,Medium,42.02,10.439999999999998,41.46,4
2023,Germany,3,Education,Medium,930,3.03,92.7,89.0,53.7,Medium,52.46,1.240000000000002,47.51,5
2024,Germany,3,Education,Medium,933,2.74,99.0,73.8,67.44,High,53.7,13.739999999999995,49.39333333333334,6
2025,Germany,3,Education,Medium,722,2.51,95.1,76.6,69.81,High,67.44,2.3700000000000045,57.86666666666667,7
2018,Germany,3,Education,Small,7,2.86,98.6,100.0,8.97,Low,8.97,0.0,8.97,0
2019,Germany,3,Education,Small,31,2.72,88.0,99.3,13.97,Low,8.97,5.0,8.97,1
2020,Germany,3,Education,Small,25,2.28,99.0,98.2,30.51,Medium,13.97,16.54,11.47,2
2021,Germany,3,Education,Small,64,2.41,95.0,78.0,15.49,Low,30.51,-15.020000000000001,17.816666666666666,3
2022,Germany,3,Education,Small,88,2.28,94.3,99.0,32.14,Medium,15.49,16.65,19.990000000000002,4
2023,Germany,3,Education,Small,84,2.38,85.0,80.5,50.41,Medium,32.14,18.269999999999996,26.046666666666667,5
2024,Germany,3,Education,Small,30,2.31,96.4,80.2,51.02,Medium,50.41,0.6100000000000065,32.68,6
2025,Germany,3,Education,Small,21,2.82,99.0,89.0,60.4,High,51.02,9.379999999999995,44.52333333333333,7
2018,Germany,3,Financial Services,Large,16003,2.26,93.1,88.8,62.83,High,62.83,0.0,62.83,0
2019,Germany,3,Financial Services,Large,45291,2.54,97.9,100.0,73.0,High,62.83,10.170000000000002,62.83,1
2020,Germany,3,Financial Services,Large,34120,2.91,99.0,100.0,70.14,High,73.0,-2.8599999999999994,67.91499999999999,2
2021,Germany,3,Financial Services,Large,30410,2.73,99.0,97.8,95.07,High,70.14,24.929999999999993,68.65666666666667,3
2022,Germany,3,Financial Services,Large,49292,2.43,99.0,98.6,78.43,High,95.07,-16.639999999999986,79.40333333333332,4
2023,Germany,3,Financial Services,Large,22353,2.8,99.0,100.0,93.45,High,78.43,15.019999999999996,81.21333333333332,5
2024,Germany,3,Financial Services,Large,34586,2.92,99.0,93.7,97.0,High,93.45,3.549999999999997,88.98333333333333,6
2025,Germany,3,Financial Services,Large,5295,2.46,89.2,84.0,97.0,High,97.0,0.0,89.62666666666667,7
2018,Germany,3,Financial Services,Medium,663,2.65,99.0,93.4,51.51,Medium,51.51,0.0,51.51,0
2019,Germany,3,Financial Services,Medium,345,2.81,96.6,100.0,38.78,Medium,51.51,-12.729999999999997,51.51,1
2020,Germany,3,Financial Services,Medium,718,2.52,99.0,93.4,56.39,High,38.78,17.61,45.144999999999996,2
2021,Germany,3,Financial Services,Medium,432,3.02,99.0,100.0,59.4,High,56.39,3.009999999999998,48.89333333333334,3
2022,Germany,3,Financial Services,Medium,915,2.33,81.2,100.0,61.66,High,59.4,2.259999999999998,51.52333333333333,4
2023,Germany,3,Financial Services,Medium,177,2.81,97.0,80.0,71.85,High,61.66,10.189999999999998,59.15,5
2024,Germany,3,Financial Services,Medium,877,1.97,88.6,94.8,82.21,High,71.85,10.36,64.30333333333333,6
2025,Germany,3,Financial Services,Medium,639,2.6,99.0,93.3,96.71,High,82.21,14.5,71.90666666666667,7
2018,Germany,3,Financial Services,Small,73,2.91,99.0,93.8,23.35,Low,23.35,0.0,23.35,0
2019,Germany,3,Financial Services,Small,25,2.53,94.9,84.2,23.2,Low,23.35,-0.15000000000000213,23.35,1
2020,Germany,3,Financial Services,Small,87,2.29,99.0,91.2,35.12,Medium,23.2,11.919999999999998,23.275,2
2021,Germany,3,Financial Services,Small,19,2.69,99.0,99.2,41.76,Medium,35.12,6.640000000000001,27.223333333333333,3
2022,Germany,3,Financial Services,Small,41,2.54,99.0,100.0,53.65,Medium,41.76,11.89,33.36,4
2023,Germany,3,Financial Services,Small,30,2.09,99.0,92.0,53.34,Medium,53.65,-0.30999999999999517,43.51,5
2024,Germany,3,Financial Services,Small,60,2.24,99.0,84.8,68.72,High,53.34,15.379999999999995,49.583333333333336,6
2025,Germany,3,Financial Services,Small,23,2.27,99.0,74.8,70.25,High,68.72,1.5300000000000011,58.57,7
2018,Germany,3,Gaming,Large,32688,2.0,99.0,82.9,71.42,High,71.42,0.0,71.42,0
2019,Germany,3,Gaming,Large,38132,2.58,93.0,79.7,85.95,High,71.42,14.530000000000001,71.42,1
2020,Germany,3,Gaming,Large,23578,2.53,99.0,100.0,81.14,High,85.95,-4.810000000000002,78.685,2
2021,Germany,3,Gaming,Large,32457,2.66,92.5,94.5,85.09,High,81.14,3.950000000000003,79.50333333333333,3
2022,Germany,3,Gaming,Large,45348,2.65,99.0,84.3,87.5,High,85.09,2.4099999999999966,84.06,4
2023,Germany,3,Gaming,Large,17020,2.49,93.3,100.0,97.0,High,87.5,9.5,84.57666666666667,5
2024,Germany,3,Gaming,Large,44271,2.59,99.0,74.4,97.0,High,97.0,0.0,89.86333333333334,6
2025,Germany,3,Gaming,Large,34637,2.99,99.0,91.9,97.0,High,97.0,0.0,93.83333333333333,7
2018,Germany,3,Gaming,Medium,965,2.14,99.0,88.2,45.3,Medium,45.3,0.0,45.3,0
2019,Germany,3,Gaming,Medium,954,2.25,99.0,97.7,42.64,Medium,45.3,-2.6599999999999966,45.3,1
2020,Germany,3,Gaming,Medium,224,2.26,99.0,95.1,59.57,High,42.64,16.93,43.97,2
2021,Germany,3,Gaming,Medium,679,2.78,94.3,94.9,70.68,High,59.57,11.110000000000007,49.169999999999995,3
2022,Germany,3,Gaming,Medium,176,3.07,94.1,88.5,61.33,High,70.68,-9.350000000000009,57.629999999999995,4
2023,Germany,3,Gaming,Medium,110,2.38,99.0,100.0,72.08,High,61.33,10.75,63.86000000000001,5
2024,Germany,3,Gaming,Medium,790,2.55,99.0,100.0,91.79,High,72.08,19.710000000000008,68.02999999999999,6
2025,Germany,3,Gaming,Medium,720,1.97,99.0,74.9,95.46,High,91.79,3.6699999999999875,75.06666666666666,7
2018,Germany,3,Gaming,Small,13,2.45,97.8,93.7,24.03,Low,24.03,0.0,24.03,0
2019,Germany,3,Gaming,Small,17,2.64,98.7,99.0,27.69,Low,24.03,3.66,24.03,1
2020,Germany,3,Gaming,Small,33,2.57,99.0,94.7,39.3,Medium,27.69,11.609999999999996,25.86,2
2021,Germany,3,Gaming,Small,18,2.61,99.0,100.0,46.91,Medium,39.3,7.609999999999999,30.34,3
2022,Germany,3,Gaming,Small,42,2.8,99.0,100.0,58.91,High,46.91,12.0,37.96666666666666,4
2023,Germany,3,Gaming,Small,67,2.68,95.1,88.7,61.17,High,58.91,2.260000000000005,48.373333333333335,5
2024,Germany,3,Gaming,Small,38,2.47,99.0,89.6,73.29,High,61.17,12.120000000000005,55.663333333333334,6
2025,Germany,3,Gaming,Small,9,2.42,93.2,86.7,84.34,High,73.29,11.049999999999997,64.45666666666666,7
2018,Germany,3,Government,Large,10387,2.78,99.0,85.2,22.37,Low,22.37,0.0,22.37,0
2019,Germany,3,Government,Large,17995,2.23,99.0,100.0,25.2,Low,22.37,2.8299999999999983,22.37,1
2020,Germany,3,Government,Large,13211,2.33,99.0,88.5,45.61,Medium,25.2,20.41,23.785,2
2021,Germany,3,Government,Large,46752,2.89,99.0,90.8,50.18,Medium,45.61,4.57,31.060000000000002,3
2022,Germany,3,Government,Large,24437,2.62,99.0,87.7,64.6,High,50.18,14.419999999999995,40.33,4
2023,Germany,3,Government,Large,7387,2.54,97.5,74.5,53.03,Medium,64.6,-11.569999999999993,53.46333333333333,5
2024,Germany,3,Government,Large,30605,2.96,94.4,91.9,66.65,High,53.03,13.620000000000005,55.93666666666667,6
2025,Germany,3,Government,Large,42424,2.2,99.0,77.3,83.76,High,66.65,17.11,61.42666666666667,7
2018,Germany,3,Government,Medium,924,2.23,99.0,78.9,17.29,Low,17.29,0.0,17.29,0
2019,Germany,3,Government,Medium,527,3.19,86.5,86.5,22.21,Low,17.29,4.920000000000002,17.29,1
2020,Germany,3,Government,Medium,472,2.65,99.0,87.9,30.26,Medium,22.21,8.05,19.75,2
2021,Germany,3,Government,Medium,641,2.56,96.1,86.4,34.84,Medium,30.26,4.580000000000002,23.253333333333334,3
2022,Germany,3,Government,Medium,420,2.64,91.6,100.0,44.17,Medium,34.84,9.329999999999998,29.103333333333335,4
2023,Germany,3,Government,Medium,333,2.5,85.9,79.1,40.9,Medium,44.17,-3.270000000000003,36.42333333333334,5
2024,Germany,3,Government,Medium,314,2.7,99.0,78.3,60.51,High,40.9,19.61,39.970000000000006,6
2025,Germany,3,Government,Medium,941,3.3,88.7,72.5,63.62,High,60.51,3.1099999999999994,48.52666666666667,7
2018,Germany,3,Government,Small,21,2.94,97.0,80.8,4.57,Low,4.57,0.0,4.57,0
2019,Germany,3,Government,Small,40,2.14,88.0,85.4,10.03,Low,4.57,5.459999999999999,4.57,1
2020,Germany,3,Government,Small,9,2.83,99.0,82.3,23.26,Low,10.03,13.230000000000002,7.3,2
2021,Germany,3,Government,Small,16,2.01,91.7,87.6,27.85,Low,23.26,4.59,12.62,3
2022,Germany,3,Government,Small,84,2.86,98.0,97.4,28.18,Low,27.85,0.3299999999999983,20.38,4
2023,Germany,3,Government,Small,81,2.87,99.0,92.0,34.91,Medium,28.18,6.729999999999997,26.430000000000003,5
2024,Germany,3,Government,Small,71,2.9,99.0,78.9,52.73,Medium,34.91,17.82,30.313333333333333,6
2025,Germany,3,Government,Small,13,2.36,99.0,86.8,54.04,Medium,52.73,1.3100000000000023,38.60666666666666,7
2018,Germany,3,Healthcare,Large,24086,2.67,99.0,91.9,52.85,Medium,52.85,0.0,52.85,0
2019,Germany,3,Healthcare,Large,8283,2.72,98.9,83.3,68.42,High,52.85,15.57,52.85,1
2020,Germany,3,Healthcare,Large,18861,2.95,95.1,82.2,74.12,High,68.42,5.700000000000003,60.635000000000005,2
2021,Germany,3,Healthcare,Large,44856,2.91,99.0,100.0,77.28,High,74.12,3.1599999999999966,65.13,3
2022,Germany,3,Healthcare,Large,23993,2.68,98.3,80.5,80.93,High,77.28,3.6500000000000057,73.27333333333333,4
2023,Germany,3,Healthcare,Large,11482,3.0,96.0,86.2,86.13,High,80.93,5.199999999999989,77.44333333333333,5
2024,Germany,3,Healthcare,Large,20477,2.62,99.0,96.5,97.0,High,86.13,10.870000000000005,81.44666666666666,6
2025,Germany,3,Healthcare,Large,44747,2.66,93.7,94.3,97.0,High,97.0,0.0,88.02,7
2018,Germany,3,Healthcare,Medium,661,2.8,99.0,100.0,39.22,Medium,39.22,0.0,39.22,0
2019,Germany,3,Healthcare,Medium,277,2.74,99.0,100.0,46.69,Medium,39.22,7.469999999999999,39.22,1
2020,Germany,3,Healthcare,Medium,356,2.48,87.1,93.1,51.71,Medium,46.69,5.020000000000003,42.955,2
2021,Germany,3,Healthcare,Medium,752,2.8,99.0,92.4,61.52,High,51.71,9.810000000000002,45.873333333333335,3
2022,Germany,3,Healthcare,Medium,669,3.07,99.0,88.2,56.03,High,61.52,-5.490000000000002,53.30666666666667,4
2023,Germany,3,Healthcare,Medium,536,2.28,99.0,95.9,71.15,High,56.03,15.120000000000005,56.419999999999995,5
2024,Germany,3,Healthcare,Medium,789,3.13,97.8,79.7,86.35,High,71.15,15.199999999999989,62.9,6
2025,Germany,3,Healthcare,Medium,317,2.58,76.1,81.4,95.28,High,86.35,8.930000000000007,71.17666666666666,7
2018,Germany,3,Healthcare,Small,16,3.01,99.0,85.6,17.71,Low,17.71,0.0,17.71,0
2019,Germany,3,Healthcare,Small,63,2.69,99.0,72.0,26.43,Low,17.71,8.719999999999999,17.71,1
2020,Germany,3,Healthcare,Small,36,2.01,94.2,89.0,37.05,Medium,26.43,10.619999999999997,22.07,2
2021,Germany,3,Healthcare,Small,19,2.22,97.2,100.0,47.58,Medium,37.05,10.530000000000001,27.063333333333333,3
2022,Germany,3,Healthcare,Small,44,2.19,99.0,89.7,49.85,Medium,47.58,2.270000000000003,37.02,4
2023,Germany,3,Healthcare,Small,52,2.75,90.2,100.0,64.0,High,49.85,14.149999999999999,44.82666666666666,5
2024,Germany,3,Healthcare,Small,78,2.6,99.0,100.0,62.08,High,64.0,-1.9200000000000017,53.81,6
2025,Germany,3,Healthcare,Small,15,2.18,99.0,74.8,66.37,High,62.08,4.290000000000006,58.64333333333334,7
2018,Germany,3,Legal,Large,18443,2.85,99.0,91.9,48.19,Medium,48.19,0.0,48.19,0
2019,Germany,3,Legal,Large,34362,2.34,99.0,94.0,45.94,Medium,48.19,-2.25,48.19,1
2020,Germany,3,Legal,Large,44421,2.49,99.0,68.7,43.09,Medium,45.94,-2.8499999999999943,47.065,2
2021,Germany,3,Legal,Large,9204,3.36,99.0,77.6,51.17,Medium,43.09,8.079999999999998,45.74,3
2022,Germany,3,Legal,Large,43903,2.76,87.8,81.5,60.35,High,51.17,9.18,46.73333333333333,4
2023,Germany,3,Legal,Large,5098,2.74,99.0,83.7,70.26,High,60.35,9.910000000000004,51.53666666666667,5
2024,Germany,3,Legal,Large,37212,2.88,98.1,77.8,80.85,High,70.26,10.58999999999999,60.593333333333334,6
2025,Germany,3,Legal,Large,28632,2.62,99.0,95.8,97.0,High,80.85,16.150000000000006,70.48666666666666,7
2018,Germany,3,Legal,Medium,917,2.81,82.1,85.5,16.29,Low,16.29,0.0,16.29,0
2019,Germany,3,Legal,Medium,856,2.59,99.0,97.6,18.33,Low,16.29,2.039999999999999,16.29,1
2020,Germany,3,Legal,Medium,521,2.59,99.0,94.8,35.87,Medium,18.33,17.54,17.31,2
2021,Germany,3,Legal,Medium,998,2.83,98.1,69.2,38.89,Medium,35.87,3.020000000000003,23.496666666666666,3
2022,Germany,3,Legal,Medium,165,2.09,91.3,83.4,50.36,Medium,38.89,11.469999999999999,31.03,4
2023,Germany,3,Legal,Medium,443,2.41,97.0,86.5,51.11,Medium,50.36,0.75,41.70666666666667,5
2024,Germany,3,Legal,Medium,468,2.68,90.0,87.3,62.29,High,51.11,11.18,46.78666666666666,6
2025,Germany,3,Legal,Medium,621,2.72,93.6,82.0,67.04,High,62.29,4.750000000000007,54.586666666666666,7
2018,Germany,3,Legal,Small,62,2.85,99.0,87.4,2.0,Low,2.0,0.0,2.0,0
2019,Germany,3,Legal,Small,94,2.75,99.0,96.7,6.78,Low,2.0,4.78,2.0,1
2020,Germany,3,Legal,Small,15,2.9,97.1,98.9,22.32,Low,6.78,15.54,4.390000000000001,2
2021,Germany,3,Legal,Small,85,2.44,99.0,77.7,27.67,Low,22.32,5.350000000000001,10.366666666666667,3
2022,Germany,3,Legal,Small,89,2.33,90.9,88.5,30.74,Medium,27.67,3.0699999999999967,18.923333333333336,4
2023,Germany,3,Legal,Small,44,2.75,86.1,75.8,41.8,Medium,30.74,11.059999999999999,26.91,5
2024,Germany,3,Legal,Small,91,2.51,99.0,97.3,46.91,Medium,41.8,5.109999999999999,33.403333333333336,6
2025,Germany,3,Legal,Small,13,2.59,95.5,72.7,51.6,Medium,46.91,4.690000000000005,39.81666666666666,7
2018,Germany,3,Manufacturing,Large,11564,2.55,96.0,64.8,57.93,High,57.93,0.0,57.93,0
2019,Germany,3,Manufacturing,Large,10705,2.22,99.0,100.0,58.05,High,57.93,0.11999999999999744,57.93,1
2020,Germany,3,Manufacturing,Large,49884,2.48,99.0,100.0,66.03,High,58.05,7.980000000000004,57.989999999999995,2
2021,Germany,3,Manufacturing,Large,30069,2.09,90.9,93.3,65.04,High,66.03,-0.9899999999999949,60.669999999999995,3
2022,Germany,3,Manufacturing,Large,4869,2.9,99.0,100.0,77.88,High,65.04,12.83999999999999,63.04,4
2023,Germany,3,Manufacturing,Large,39108,2.92,99.0,85.4,89.65,High,77.88,11.77000000000001,69.64999999999999,5
2024,Germany,3,Manufacturing,Large,38097,2.39,86.3,75.0,97.0,High,89.65,7.349999999999994,77.52333333333333,6
2025,Germany,3,Manufacturing,Large,23072,2.75,96.9,94.5,97.0,High,97.0,0.0,88.17666666666666,7
2018,Germany,3,Manufacturing,Medium,240,2.5,94.0,94.1,33.89,Medium,33.89,0.0,33.89,0
2019,Germany,3,Manufacturing,Medium,107,2.71,99.0,86.8,39.71,Medium,33.89,5.82,33.89,1
2020,Germany,3,Manufacturing,Medium,214,2.41,99.0,63.7,50.77,Medium,39.71,11.060000000000002,36.8,2
2021,Germany,3,Manufacturing,Medium,640,2.74,99.0,100.0,53.9,Medium,50.77,3.1299999999999955,41.45666666666667,3
2022,Germany,3,Manufacturing,Medium,811,2.32,99.0,90.5,57.63,High,53.9,3.730000000000004,48.126666666666665,4
2023,Germany,3,Manufacturing,Medium,490,2.81,93.5,72.4,66.57,High,57.63,8.93999999999999,54.1,5
2024,Germany,3,Manufacturing,Medium,345,2.07,91.1,81.1,74.95,High,66.57,8.38000000000001,59.36666666666667,6
2025,Germany,3,Manufacturing,Medium,440,2.67,99.0,89.9,84.95,High,74.95,10.0,66.38333333333333,7
2018,Germany,3,Manufacturing,Small,73,2.91,99.0,84.6,8.54,Low,8.54,0.0,8.54,0
2019,Germany,3,Manufacturing,Small,10,2.65,99.0,86.2,24.73,Low,8.54,16.19,8.54,1
2020,Germany,3,Manufacturing,Small,48,2.11,92.7,69.5,32.16,Medium,24.73,7.429999999999996,16.634999999999998,2
2021,Germany,3,Manufacturing,Small,7,2.56,99.0,94.9,32.41,Medium,32.16,0.25,21.81,3
2022,Germany,3,Manufacturing,Small,62,2.46,98.7,99.2,55.13,High,32.41,22.720000000000006,29.766666666666662,4
2023,Germany,3,Manufacturing,Small,44,2.5,94.6,92.1,52.48,Medium,55.13,-2.6500000000000057,39.9,5
2024,Germany,3,Manufacturing,Small,83,2.12,99.0,89.6,62.29,High,52.48,9.810000000000002,46.673333333333325,6
2025,Germany,3,Manufacturing,Small,50,2.26,90.1,87.5,74.84,High,62.29,12.550000000000004,56.633333333333326,7
2018,Germany,3,Media & Entertainment,Large,22545,2.82,95.0,100.0,57.02,High,57.02,0.0,57.02,0
2019,Germany,3,Media & Entertainment,Large,40451,2.68,92.5,81.5,60.51,High,57.02,3.489999999999995,57.02,1
2020,Germany,3,Media & Entertainment,Large,23959,3.0,99.0,100.0,72.76,High,60.51,12.250000000000007,58.765,2
2021,Germany,3,Media & Entertainment,Large,34719,2.6,84.7,76.8,75.2,High,72.76,2.4399999999999977,63.43000000000001,3
2022,Germany,3,Media & Entertainment,Large,22446,2.89,99.0,100.0,87.08,High,75.2,11.879999999999995,69.49,4
2023,Germany,3,Media & Entertainment,Large,48842,2.7,99.0,83.1,79.07,High,87.08,-8.010000000000005,78.34666666666668,5
2024,Germany,3,Media & Entertainment,Large,15690,2.65,97.4,90.8,97.0,High,79.07,17.930000000000007,80.45,6
2025,Germany,3,Media & Entertainment,Large,3058,2.36,98.4,100.0,97.0,High,97.0,0.0,87.71666666666665,7
2018,Germany,3,Media & Entertainment,Medium,955,3.12,84.2,87.1,47.74,Medium,47.74,0.0,47.74,0
2019,Germany,3,Media & Entertainment,Medium,577,2.25,87.1,94.8,49.69,Medium,47.74,1.9499999999999957,47.74,1
2020,Germany,3,Media & Entertainment,Medium,820,2.77,99.0,99.2,50.78,Medium,49.69,1.0900000000000034,48.715,2
2021,Germany,3,Media & Entertainment,Medium,196,2.71,90.9,99.7,64.8,High,50.78,14.019999999999996,49.403333333333336,3
2022,Germany,3,Media & Entertainment,Medium,861,2.56,99.0,89.8,68.45,High,64.8,3.6500000000000057,55.089999999999996,4
2023,Germany,3,Media & Entertainment,Medium,545,2.77,95.3,100.0,71.27,High,68.45,2.819999999999993,61.34333333333333,5
2024,Germany,3,Media & Entertainment,Medium,452,2.76,99.0,80.2,83.54,High,71.27,12.27000000000001,68.17333333333333,6
2025,Germany,3,Media & Entertainment,Medium,223,2.58,99.0,98.1,88.91,High,83.54,5.36999999999999,74.42,7
2018,Germany,3,Media & Entertainment,Small,92,2.91,99.0,92.6,14.69,Low,14.69,0.0,14.69,0
2019,Germany,3,Media & Entertainment,Small,51,2.77,95.6,99.5,21.95,Low,14.69,7.26,14.69,1
2020,Germany,3,Media & Entertainment,Small,68,2.74,99.0,65.0,35.3,Medium,21.95,13.349999999999998,18.32,2
2021,Germany,3,Media & Entertainment,Small,91,2.82,93.0,98.1,43.19,Medium,35.3,7.890000000000001,23.98,3
2022,Germany,3,Media & Entertainment,Small,81,2.37,93.2,87.5,51.59,Medium,43.19,8.400000000000006,33.48,4
2023,Germany,3,Media & Entertainment,Small,89,2.57,99.0,82.9,53.84,Medium,51.59,2.25,43.35999999999999,5
2024,Germany,3,Media & Entertainment,Small,46,2.03,94.9,100.0,71.69,High,53.84,17.849999999999994,49.54,6
2025,Germany,3,Media & Entertainment,Small,64,2.47,95.5,97.9,69.96,High,71.69,-1.730000000000004,59.04,7
2018,Germany,3,Retail,Large,17508,2.65,99.0,84.1,52.57,Medium,52.57,0.0,52.57,0
2019,Germany,3,Retail,Large,38924,2.64,94.0,100.0,55.87,High,52.57,3.299999999999997,52.57,1
2020,Germany,3,Retail,Large,8614,3.62,99.0,89.9,60.48,High,55.87,4.609999999999999,54.22,2
2021,Germany,3,Retail,Large,31203,2.95,99.0,90.2,78.28,High,60.48,17.800000000000004,56.306666666666665,3
2022,Germany,3,Retail,Large,12596,2.01,89.5,100.0,82.52,High,78.28,4.239999999999995,64.87666666666667,4
2023,Germany,3,Retail,Large,44246,2.55,99.0,98.2,83.39,High,82.52,0.8700000000000045,73.75999999999999,5
2024,Germany,3,Retail,Large,11336,2.15,99.0,76.2,89.09,High,83.39,5.700000000000003,81.39666666666666,6
2025,Germany,3,Retail,Large,16619,2.43,99.0,99.4,97.0,High,89.09,7.909999999999997,85.0,7
2018,Germany,3,Retail,Medium,408,2.24,97.3,89.7,28.85,Low,28.85,0.0,28.85,0
2019,Germany,3,Retail,Medium,567,2.69,96.0,100.0,39.57,Medium,28.85,10.719999999999999,28.85,1
2020,Germany,3,Retail,Medium,463,2.58,99.0,100.0,37.86,Medium,39.57,-1.7100000000000009,34.21,2
2021,Germany,3,Retail,Medium,133,2.74,99.0,85.4,54.39,Medium,37.86,16.53,35.42666666666667,3
2022,Germany,3,Retail,Medium,978,3.09,88.1,98.7,61.16,High,54.39,6.769999999999996,43.94,4
2023,Germany,3,Retail,Medium,979,2.02,99.0,76.8,63.91,High,61.16,2.75,51.13666666666666,5
2024,Germany,3,Retail,Medium,995,2.2,91.8,73.9,81.05,High,63.91,17.14,59.81999999999999,6
2025,Germany,3,Retail,Medium,602,2.41,99.0,90.2,91.99,High,81.05,10.939999999999998,68.70666666666666,7
2018,Germany,3,Retail,Small,47,3.02,77.8,79.7,16.19,Low,16.19,0.0,16.19,0
2019,Germany,3,Retail,Small,65,2.45,92.4,82.3,17.97,Low,16.19,1.7799999999999976,16.19,1
2020,Germany,3,Retail,Small,87,2.78,99.0,89.7,36.78,Medium,17.97,18.810000000000002,17.08,2
2021,Germany,3,Retail,Small,71,2.4,96.5,100.0,38.95,Medium,36.78,2.1700000000000017,23.646666666666665,3
2022,Germany,3,Retail,Small,25,2.41,96.8,89.9,36.57,Medium,38.95,-2.3800000000000026,31.233333333333334,4
2023,Germany,3,Retail,Small,41,2.35,94.4,91.5,47.74,Medium,36.57,11.170000000000002,37.43333333333334,5
2024,Germany,3,Retail,Small,20,2.6,99.0,93.2,59.19,High,47.74,11.449999999999996,41.086666666666666,6
2025,Germany,3,Retail,Small,56,2.38,92.8,85.9,73.63,High,59.19,14.439999999999998,47.833333333333336,7
2018,Germany,3,Technology,Large,5276,2.34,88.7,78.6,76.33,High,76.33,0.0,76.33,0
2019,Germany,3,Technology,Large,9245,1.62,99.0,96.5,72.45,High,76.33,-3.8799999999999955,76.33,1
2020,Germany,3,Technology,Large,41721,2.5,89.2,92.4,88.15,High,72.45,15.700000000000003,74.39,2
2021,Germany,3,Technology,Large,11208,2.38,99.0,97.9,90.35,High,88.15,2.1999999999999886,78.97666666666667,3
2022,Germany,3,Technology,Large,39203,2.42,99.0,100.0,97.0,High,90.35,6.650000000000006,83.65,4
2023,Germany,3,Technology,Large,16052,2.37,97.5,90.9,97.0,High,97.0,0.0,91.83333333333333,5
2024,Germany,3,Technology,Large,26965,2.1,99.0,93.9,97.0,High,97.0,0.0,94.78333333333335,6
2025,Germany,3,Technology,Large,8991,2.57,99.0,94.3,97.0,High,97.0,0.0,97.0,7
2018,Germany,3,Technology,Medium,846,2.84,96.1,98.4,47.32,Medium,47.32,0.0,47.32,0
2019,Germany,3,Technology,Medium,625,2.73,99.0,94.9,47.87,Medium,47.32,0.5499999999999972,47.32,1
2020,Germany,3,Technology,Medium,921,2.54,93.1,100.0,51.86,Medium,47.87,3.990000000000002,47.595,2
2021,Germany,3,Technology,Medium,711,2.57,97.6,90.2,68.0,High,51.86,16.14,49.01666666666667,3
2022,Germany,3,Technology,Medium,232,3.0,99.0,98.3,76.81,High,68.0,8.810000000000002,55.910000000000004,4
2023,Germany,3,Technology,Medium,406,2.88,99.0,92.8,91.88,High,76.81,15.069999999999993,65.55666666666667,5
2024,Germany,3,Technology,Medium,930,2.73,97.2,88.4,97.0,High,91.88,5.1200000000000045,78.89666666666666,6
2025,Germany,3,Technology,Medium,475,2.26,99.0,94.6,97.0,High,97.0,0.0,88.56333333333333,7
2018,Germany,3,Technology,Small,92,2.68,99.0,100.0,30.99,Medium,30.99,0.0,30.99,0
2019,Germany,3,Technology,Small,30,2.61,99.0,94.6,31.96,Medium,30.99,0.9700000000000024,30.99,1
2020,Germany,3,Technology,Small,5,2.43,99.0,100.0,44.74,Medium,31.96,12.780000000000001,31.475,2
2021,Germany,3,Technology,Small,72,2.27,99.0,91.2,51.72,Medium,44.74,6.979999999999997,35.89666666666667,3
2022,Germany,3,Technology,Small,79,2.53,99.0,79.8,44.86,Medium,51.72,-6.859999999999999,42.80666666666667,4
2023,Germany,3,Technology,Small,83,2.75,99.0,81.0,69.79,High,44.86,24.930000000000007,47.10666666666666,5
2024,Germany,3,Technology,Small,40,2.42,99.0,98.3,81.43,High,69.79,11.64,55.45666666666667,6
2025,Germany,3,Technology,Small,79,2.93,99.0,95.9,82.39,High,81.43,0.9599999999999937,65.36,7
2018,India,1,Agriculture,Large,16620,1.02,56.9,44.0,12.14,Low,12.14,0.0,12.14,0
2019,India,1,Agriculture,Large,25694,0.94,62.5,35.1,18.89,Low,12.14,6.75,12.14,1
2020,India,1,Agriculture,Large,2702,1.04,55.7,39.3,24.93,Low,18.89,6.039999999999999,15.515,2
2021,India,1,Agriculture,Large,29452,1.25,57.5,49.3,28.63,Low,24.93,3.6999999999999993,18.653333333333332,3
2022,India,1,Agriculture,Large,42666,0.97,55.9,41.2,30.0,Medium,28.63,1.370000000000001,24.150000000000002,4
2023,India,1,Agriculture,Large,36608,0.8,64.2,56.4,43.36,Medium,30.0,13.36,27.853333333333335,5
2024,India,1,Agriculture,Large,18280,1.03,63.5,46.1,60.66,High,43.36,17.299999999999997,33.99666666666667,6
