country,industry,company_size,year,predicted_adoption_rate
United States,Government,Medium,2026,66.49
United States,Government,Small,2026,45.49
United States,Healthcare,Large,2026,97.0
United States,Healthcare,Medium,2026,99.19
United States,Healthcare,Small,2026,99.5
United States,Legal,Large,2026,97.99
United States,Legal,Medium,2026,99.5
United States,Legal,Small,2026,50.99
United States,Manufacturing,Large,2026,97.02
United States,Manufacturing,Medium,2026,97.77
United States,Manufacturing,Small,2026,84.95
United States,Media & Entertainment,Large,2026,97.03
United States,Media & Entertainment,Medium,2026,92.92
United States,Media & Entertainment,Small,2026,95.72
United States,Retail,Large,2026,97.37
United States,Retail,Medium,2026,99.5
United States,Retail,Small,2026,84.66
United States,Technology,Large,2026,97.04
United States,Technology,Medium,2026,96.95
United States,Technology,Small,2026,83.33
Australia,Agriculture,Large,2027,47.39
Australia,Agriculture,Medium,2027,68.45
Australia,Agriculture,Small,2027,63.67
Australia,Automotive,Large,2027,97.0
Australia,Automotive,Medium,2027,99.09
Australia,Automotive,Small,2027,73.24
Australia,Education,Large,2027,97.57
Australia,Education,Medium,2027,94.13
Australia,Education,Small,2027,99.5
Australia,Financial Services,Large,2027,97.03
Australia,Financial Services,Medium,2027,97.44
Australia,Financial Services,Small,2027,99.5
Australia,Gaming,Large,2027,97.01
Australia,Gaming,Medium,2027,96.83
Australia,Gaming,Small,2027,97.06
Australia,Government,Large,2027,82.31
Australia,Government,Medium,2027,67.32
Australia,Government,Small,2027,82.88
Australia,Healthcare,Large,2027,96.89
Australia,Healthcare,Medium,2027,82.66
Australia,Healthcare,Small,2027,90.78
Australia,Legal,Large,2027,84.8
Australia,Legal,Medium,2027,95.29
Australia,Legal,Small,2027,65.32
Australia,Manufacturing,Large,2027,97.08
Australia,Manufacturing,Medium,2027,98.89
Australia,Manufacturing,Small,2027,64.56
Australia,Media & Entertainment,Large,2027,83.79
Australia,Media & Entertainment,Medium,2027,94.28
Australia,Media & Entertainment,Small,2027,95.96
Australia,Retail,Large,2027,97.01
Australia,Retail,Medium,2027,97.64
Australia,Retail,Small,2027,69.26
Australia,Technology,Large,2027,96.99
Australia,Technology,Medium,2027,96.94
Australia,Technology,Small,2027,96.09
Brazil,Agriculture,Large,2027,69.54
Brazil,Agriculture,Medium,2027,51.03
Brazil,Agriculture,Small,2027,57.56
Brazil,Automotive,Large,2027,97.48
Brazil,Automotive,Medium,2027,88.22
Brazil,Automotive,Small,2027,69.03
Brazil,Education,Large,2027,99.5
Brazil,Education,Medium,2027,46.76
Brazil,Education,Small,2027,95.5
Brazil,Financial Services,Large,2027,97.43
Brazil,Financial Services,Medium,2027,83.94
Brazil,Financial Services,Small,2027,99.5
Brazil,Gaming,Large,2027,97.39
Brazil,Gaming,Medium,2027,87.61
Brazil,Gaming,Small,2027,45.21
Brazil,Government,Large,2027,88.5
Brazil,Government,Medium,2027,87.63
Brazil,Government,Small,2027,58.25
Brazil,Healthcare,Large,2027,97.02
Brazil,Healthcare,Medium,2027,72.9
Brazil,Healthcare,Small,2027,97.84
Brazil,Legal,Large,2027,92.25
Brazil,Legal,Medium,2027,66.08
Brazil,Legal,Small,2027,40.99
Brazil,Manufacturing,Large,2027,97.55
Brazil,Manufacturing,Medium,2027,84.77
Brazil,Manufacturing,Small,2027,66.86
Brazil,Media & Entertainment,Large,2027,99.5
Brazil,Media & Entertainment,Medium,2027,99.19
Brazil,Media & Entertainment,Small,2027,88.08
Brazil,Retail,Large,2027,98.33
Brazil,Retail,Medium,2027,86.94
Brazil,Retail,Small,2027,87.95
Brazil,Technology,Large,2027,97.41
Brazil,Technology,Medium,2027,98.85
Brazil,Technology,Small,2027,78.6
Canada,Agriculture,Large,2027,99.5
Canada,Agriculture,Medium,2027,91.26
Canada,Agriculture,Small,2027,75.39
Canada,Automotive,Large,2027,96.92
Canada,Automotive,Medium,2027,97.31
Canada,Automotive,Small,2027,93.2
Canada,Education,Large,2027,97.64
Canada,Education,Medium,2027,77.29
Canada,Education,Small,2027,58.23
Canada,Financial Services,Large,2027,96.94
Canada,Financial Services,Medium,2027,95.0
Canada,Financial Services,Small,2027,92.95
Canada,Gaming,Large,2027,96.94
Canada,Gaming,Medium,2027,96.99
Canada,Gaming,Small,2027,93.89
Canada,Government,Large,2027,94.18
Canada,Government,Medium,2027,98.84
Canada,Government,Small,2027,72.01
Canada,Healthcare,Large,2027,96.96
Canada,Healthcare,Medium,2027,97.69
Canada,Healthcare,Small,2027,94.43
Canada,Legal,Large,2027,94.17
Canada,Legal,Medium,2027,76.04
Canada,Legal,Small,2027,70.37
Canada,Manufacturing,Large,2027,97.04
Canada,Manufacturing,Medium,2027,97.47
Canada,Manufacturing,Small,2027,77.51
Canada,Media & Entertainment,Large,2027,96.96
Canada,Media & Entertainment,Medium,2027,97.05
Canada,Media & Entertainment,Small,2027,80.66
Canada,Retail,Large,2027,90.08
Canada,Retail,Medium,2027,94.24
Canada,Retail,Small,2027,57.19
Canada,Technology,Large,2027,96.84
Canada,Technology,Medium,2027,96.95
Canada,Technology,Small,2027,98.08
China,Agriculture,Large,2027,83.26
China,Agriculture,Medium,2027,53.69
China,Agriculture,Small,2027,92.14
China,Automotive,Large,2027,97.0
China,Automotive,Medium,2027,86.83
China,Automotive,Small,2027,94.39
China,Education,Large,2027,96.68
China,Education,Medium,2027,62.14
China,Education,Small,2027,73.15
China,Financial Services,Large,2027,96.83
China,Financial Services,Medium,2027,93.22
China,Financial Services,Small,2027,86.29
China,Gaming,Large,2027,96.93
China,Gaming,Medium,2027,97.28
China,Gaming,Small,2027,71.61
China,Government,Large,2027,70.45
China,Government,Medium,2027,74.76
China,Government,Small,2027,90.42
China,Healthcare,Large,2027,96.98
China,Healthcare,Medium,2027,97.29
China,Healthcare,Small,2027,97.0
China,Legal,Large,2027,97.78
China,Legal,Medium,2027,95.0
China,Legal,Small,2027,65.67
China,Manufacturing,Large,2027,96.99
China,Manufacturing,Medium,2027,97.42
China,Manufacturing,Small,2027,84.72
China,Media & Entertainment,Large,2027,97.05
China,Media & Entertainment,Medium,2027,97.41
China,Media & Entertainment,Small,2027,62.97
China,Retail,Large,2027,96.89
China,Retail,Medium,2027,97.93
China,Retail,Small,2027,96.42
China,Technology,Large,2027,96.97
China,Technology,Medium,2027,97.06
China,Technology,Small,2027,88.95
Egypt,Agriculture,Large,2027,86.13
Egypt,Agriculture,Medium,2027,76.13
Egypt,Agriculture,Small,2027,90.6
Egypt,Automotive,Large,2027,96.29
Egypt,Automotive,Medium,2027,66.91
Egypt,Automotive,Small,2027,88.1
Egypt,Education,Large,2027,99.28
Egypt,Education,Medium,2027,98.88
Egypt,Education,Small,2027,39.39
Egypt,Financial Services,Large,2027,78.17
Egypt,Financial Services,Medium,2027,67.43
Egypt,Financial Services,Small,2027,44.85
Egypt,Gaming,Large,2027,97.04
Egypt,Gaming,Medium,2027,99.5
Egypt,Gaming,Small,2027,69.6
Egypt,Government,Large,2027,49.64
Egypt,Government,Medium,2027,49.66
Egypt,Government,Small,2027,90.39
Egypt,Healthcare,Large,2027,74.92
Egypt,Healthcare,Medium,2027,99.1
Egypt,Healthcare,Small,2027,63.78
Egypt,Legal,Large,2027,99.5
Egypt,Legal,Medium,2027,88.07
Egypt,Legal,Small,2027,67.54
Egypt,Manufacturing,Large,2027,97.58
Egypt,Manufacturing,Medium,2027,70.92
Egypt,Manufacturing,Small,2027,72.89
Egypt,Media & Entertainment,Large,2027,96.69
Egypt,Media & Entertainment,Medium,2027,77.03
Egypt,Media & Entertainment,Small,2027,62.86
Egypt,Retail,Large,2027,97.46
Egypt,Retail,Medium,2027,62.96
Egypt,Retail,Small,2027,43.85
Egypt,Technology,Large,2027,97.5
Egypt,Technology,Medium,2027,99.5
Egypt,Technology,Small,2027,70.87
France,Agriculture,Large,2027,75.71
France,Agriculture,Medium,2027,98.3
France,Agriculture,Small,2027,62.93
France,Automotive,Large,2027,96.98
France,Automotive,Medium,2027,97.67
France,Automotive,Small,2027,89.77
France,Education,Large,2027,96.97
France,Education,Medium,2027,90.33
France,Education,Small,2027,61.59
France,Financial Services,Large,2027,96.92
France,Financial Services,Medium,2027,80.69
France,Financial Services,Small,2027,92.96
France,Gaming,Large,2027,97.02
France,Gaming,Medium,2027,92.08
France,Gaming,Small,2027,73.68
France,Government,Large,2027,97.42
France,Government,Medium,2027,99.5
France,Government,Small,2027,73.69
France,Healthcare,Large,2027,96.97
France,Healthcare,Medium,2027,98.85
France,Healthcare,Small,2027,76.35
France,Legal,Large,2027,99.03
France,Legal,Medium,2027,61.42
France,Legal,Small,2027,49.74
France,Manufacturing,Large,2027,96.94
France,Manufacturing,Medium,2027,97.19
France,Manufacturing,Small,2027,80.76
France,Media & Entertainment,Large,2027,96.22
France,Media & Entertainment,Medium,2027,79.47
France,Media & Entertainment,Small,2027,60.41
France,Retail,Large,2027,97.01
France,Retail,Medium,2027,80.22
France,Retail,Small,2027,62.49
France,Technology,Large,2027,96.99
France,Technology,Medium,2027,97.44
France,Technology,Small,2027,97.75
Germany,Agriculture,Large,2027,99.3
Germany,Agriculture,Medium,2027,96.23
Germany,Agriculture,Small,2027,77.13
Germany,Automotive,Large,2027,96.88
Germany,Automotive,Medium,2027,97.33
Germany,Automotive,Small,2027,73.69
Germany,Education,Large,2027,96.5
Germany,Education,Medium,2027,75.83
Germany,Education,Small,2027,78.92
Germany,Financial Services,Large,2027,96.95
Germany,Financial Services,Medium,2027,97.09
Germany,Financial Services,Small,2027,72.93
Germany,Gaming,Large,2027,97.06
Germany,Gaming,Medium,2027,97.02
Germany,Gaming,Small,2027,98.1
Germany,Government,Large,2027,99.27
Germany,Government,Medium,2027,70.2
Germany,Government,Small,2027,56.65
Germany,Healthcare,Large,2027,97.0
Germany,Healthcare,Medium,2027,97.1
Germany,Healthcare,Small,2027,77.11
Germany,Legal,Large,2027,97.13
Germany,Legal,Medium,2027,77.11
Germany,Legal,Small,2027,61.19
Germany,Manufacturing,Large,2027,97.09
Germany,Manufacturing,Medium,2027,97.97
Germany,Manufacturing,Small,2027,97.48
Germany,Media & Entertainment,Large,2027,96.93
Germany,Media & Entertainment,Medium,2027,97.23
Germany,Media & Entertainment,Small,2027,68.38
Germany,Retail,Large,2027,97.06
Germany,Retail,Medium,2027,97.39
Germany,Retail,Small,2027,98.37
Germany,Technology,Large,2027,97.04
Germany,Technology,Medium,2027,97.03
Germany,Technology,Small,2027,92.58
India,Agriculture,Large,2027,76.6
India,Agriculture,Medium,2027,48.57
India,Agriculture,Small,2027,63.85
India,Automotive,Large,2027,97.41
India,Automotive,Medium,2027,98.56
India,Automotive,Small,2027,70.93
India,Education,Large,2027,96.97
India,Education,Medium,2027,62.09
India,Education,Small,2027,78.03
India,Financial Services,Large,2027,96.94
India,Financial Services,Medium,2027,84.53
India,Financial Services,Small,2027,72.79
India,Gaming,Large,2027,96.95
India,Gaming,Medium,2027,96.53
India,Gaming,Small,2027,92.53
India,Government,Large,2027,99.17
India,Government,Medium,2027,41.19
India,Government,Small,2027,46.16
India,Healthcare,Large,2027,96.96
India,Healthcare,Medium,2027,88.61
India,Healthcare,Small,2027,80.75
India,Legal,Large,2027,94.37
India,Legal,Medium,2027,76.23
India,Legal,Small,2027,74.94
India,Manufacturing,Large,2027,97.1
India,Manufacturing,Medium,2027,97.31
India,Manufacturing,Small,2027,55.79
India,Media & Entertainment,Large,2027,96.94
India,Media & Entertainment,Medium,2027,71.19
India,Media & Entertainment,Small,2027,54.75
India,Retail,Large,2027,96.58
India,Retail,Medium,2027,97.93
India,Retail,Small,2027,76.57
India,Technology,Large,2027,96.98
India,Technology,Medium,2027,94.28
India,Technology,Small,2027,77.93
Israel,Agriculture,Large,2027,97.56
Israel,Agriculture,Medium,2027,72.28
Israel,Agriculture,Small,2027,80.51
Israel,Automotive,Large,2027,96.95
Israel,Automotive,Medium,2027,97.01
Israel,Automotive,Small,2027,98.06
Israel,Education,Large,2027,95.94
Israel,Education,Medium,2027,97.94
Israel,Education,Small,2027,95.01
Israel,Financial Services,Large,2027,97.05
Israel,Financial Services,Medium,2027,96.97
Israel,Financial Services,Small,2027,97.48
Israel,Gaming,Large,2027,96.95
Israel,Gaming,Medium,2027,97.03
Israel,Gaming,Small,2027,97.33
Israel,Government,Large,2027,97.01
Israel,Government,Medium,2027,99.5
Israel,Government,Small,2027,96.78
Israel,Healthcare,Large,2027,97.01
Israel,Healthcare,Medium,2027,96.96
Israel,Healthcare,Small,2027,97.28
Israel,Legal,Large,2027,97.04
Israel,Legal,Medium,2027,97.55
Israel,Legal,Small,2027,98.91
Israel,Manufacturing,Large,2027,97.03
Israel,Manufacturing,Medium,2027,96.95
Israel,Manufacturing,Small,2027,84.7
Israel,Media & Entertainment,Large,2027,96.97
Israel,Media & Entertainment,Medium,2027,96.94
Israel,Media & Entertainment,Small,2027,97.34
Israel,Retail,Large,2027,96.96
Israel,Retail,Medium,2027,97.6
Israel,Retail,Small,2027,71.09
Israel,Technology,Large,2027,96.95
Israel,Technology,Medium,2027,96.95
Israel,Technology,Small,2027,97.25
Japan,Agriculture,Large,2027,99.5
Japan,Agriculture,Medium,2027,81.23
Japan,Agriculture,Small,2027,73.47
Japan,Automotive,Large,2027,97.06
Japan,Automotive,Medium,2027,97.47
Japan,Automotive,Small,2027,69.09
Japan,Education,Large,2027,92.11
Japan,Education,Medium,2027,99.5
Japan,Education,Small,2027,90.37
Japan,Financial Services,Large,2027,96.92
Japan,Financial Services,Medium,2027,97.34
Japan,Financial Services,Small,2027,75.87
Japan,Gaming,Large,2027,96.96
Japan,Gaming,Medium,2027,97.39
Japan,Gaming,Small,2027,80.4
Japan,Government,Large,2027,98.22
Japan,Government,Medium,2027,69.59
Japan,Government,Small,2027,80.02
Japan,Healthcare,Large,2027,96.96
Japan,Healthcare,Medium,2027,93.54
Japan,Healthcare,Small,2027,86.24
Japan,Legal,Large,2027,74.72
Japan,Legal,Medium,2027,85.32
Japan,Legal,Small,2027,46.19
Japan,Manufacturing,Large,2027,97.01
Japan,Manufacturing,Medium,2027,80.24
Japan,Manufacturing,Small,2027,91.68
Japan,Media & Entertainment,Large,2027,97.0
Japan,Media & Entertainment,Medium,2027,82.21
Japan,Media & Entertainment,Small,2027,77.01
Japan,Retail,Large,2027,96.9
Japan,Retail,Medium,2027,83.91
Japan,Retail,Small,2027,87.34
Japan,Technology,Large,2027,96.98
Japan,Technology,Medium,2027,97.06
Japan,Technology,Small,2027,98.28
Mexico,Agriculture,Large,2027,52.56
Mexico,Agriculture,Medium,2027,28.48
Mexico,Agriculture,Small,2027,77.92
Mexico,Automotive,Large,2027,99.28
Mexico,Automotive,Medium,2027,81.67
Mexico,Automotive,Small,2027,61.98
Mexico,Education,Large,2027,95.71
Mexico,Education,Medium,2027,99.5
Mexico,Education,Small,2027,52.08
Mexico,Financial Services,Large,2027,97.56
Mexico,Financial Services,Medium,2027,98.23
Mexico,Financial Services,Small,2027,84.53
Mexico,Gaming,Large,2027,97.32
Mexico,Gaming,Medium,2027,87.81
Mexico,Gaming,Small,2027,71.47
Mexico,Government,Large,2027,83.5
Mexico,Government,Medium,2027,99.5
Mexico,Government,Small,2027,87.92
Mexico,Healthcare,Large,2027,83.26
Mexico,Healthcare,Medium,2027,56.91
Mexico,Healthcare,Small,2027,57.51
Mexico,Legal,Large,2027,99.5
Mexico,Legal,Medium,2027,57.12
Mexico,Legal,Small,2027,59.35
Mexico,Manufacturing,Large,2027,92.27
Mexico,Manufacturing,Medium,2027,72.54
Mexico,Manufacturing,Small,2027,92.68
Mexico,Media & Entertainment,Large,2027,97.52
Mexico,Media & Entertainment,Medium,2027,88.49
Mexico,Media & Entertainment,Small,2027,99.46
Mexico,Retail,Large,2027,61.57
Mexico,Retail,Medium,2027,87.49
Mexico,Retail,Small,2027,38.91
Mexico,Technology,Large,2027,97.02
Mexico,Technology,Medium,2027,85.38
Mexico,Technology,Small,2027,51.85
Morocco,Agriculture,Large,2027,39.28
Morocco,Agriculture,Medium,2027,32.87
Morocco,Agriculture,Small,2027,42.66
Morocco,Automotive,Large,2027,80.69
Morocco,Automotive,Medium,2027,76.85
Morocco,Automotive,Small,2027,41.45
Morocco,Education,Large,2027,56.76
Morocco,Education,Medium,2027,70.3
Morocco,Education,Small,2027,53.55
Morocco,Financial Services,Large,2027,74.01
Morocco,Financial Services,Medium,2027,64.14
Morocco,Financial Services,Small,2027,84.87
Morocco,Gaming,Large,2027,82.18
Morocco,Gaming,Medium,2027,94.65
Morocco,Gaming,Small,2027,78.54
Morocco,Government,Large,2027,73.51
Morocco,Government,Medium,2027,62.08
Morocco,Government,Small,2027,69.07
Morocco,Healthcare,Large,2027,90.19
Morocco,Healthcare,Medium,2027,86.35
Morocco,Healthcare,Small,2027,62.85
Morocco,Legal,Large,2027,75.75
Morocco,Legal,Medium,2027,75.52
Morocco,Legal,Small,2027,54.78
Morocco,Manufacturing,Large,2027,76.32
Morocco,Manufacturing,Medium,2027,63.58
Morocco,Manufacturing,Small,2027,99.5
Morocco,Media & Entertainment,Large,2027,81.73
Morocco,Media & Entertainment,Medium,2027,74.97
Morocco,Media & Entertainment,Small,2027,58.07
Morocco,Retail,Large,2027,52.99
Morocco,Retail,Medium,2027,53.49
Morocco,Retail,Small,2027,84.2
Morocco,Technology,Large,2027,96.64
Morocco,Technology,Medium,2027,66.58
Morocco,Technology,Small,2027,43.41
Netherlands,Agriculture,Large,2027,64.61
Netherlands,Agriculture,Medium,2027,54.96
Netherlands,Agriculture,Small,2027,99.08
Netherlands,Automotive,Large,2027,97.01
Netherlands,Automotive,Medium,2027,97.03
Netherlands,Automotive,Small,2027,97.88
Netherlands,Education,Large,2027,96.42
Netherlands,Education,Medium,2027,97.82
Netherlands,Education,Small,2027,98.3
Netherlands,Financial Services,Large,2027,96.94
Netherlands,Financial Services,Medium,2027,97.01
Netherlands,Financial Services,Small,2027,98.47
Netherlands,Gaming,Large,2027,97.03
Netherlands,Gaming,Medium,2027,97.04
Netherlands,Gaming,Small,2027,94.86
Netherlands,Government,Large,2027,97.85
Netherlands,Government,Medium,2027,66.61
Netherlands,Government,Small,2027,74.82
Netherlands,Healthcare,Large,2027,96.95
Netherlands,Healthcare,Medium,2027,87.51
Netherlands,Healthcare,Small,2027,78.2
Netherlands,Legal,Large,2027,97.52
Netherlands,Legal,Medium,2027,97.41
Netherlands,Legal,Small,2027,75.3
Netherlands,Manufacturing,Large,2027,97.01
Netherlands,Manufacturing,Medium,2027,97.43
Netherlands,Manufacturing,Small,2027,99.3
Netherlands,Media & Entertainment,Large,2027,96.96
Netherlands,Media & Entertainment,Medium,2027,96.52
Netherlands,Media & Entertainment,Small,2027,69.89
Netherlands,Retail,Large,2027,96.94
Netherlands,Retail,Medium,2027,84.45
Netherlands,Retail,Small,2027,99.2
Netherlands,Technology,Large,2027,96.96
Netherlands,Technology,Medium,2027,96.97
Netherlands,Technology,Small,2027,97.52
Nigeria,Agriculture,Large,2027,69.36
Nigeria,Agriculture,Medium,2027,73.6
Nigeria,Agriculture,Small,2027,57.62
Nigeria,Automotive,Large,2027,94.9
Nigeria,Automotive,Medium,2027,99.5
Nigeria,Automotive,Small,2027,95.18
Nigeria,Education,Large,2027,86.34
Nigeria,Education,Medium,2027,99.08
Nigeria,Education,Small,2027,56.01
Nigeria,Financial Services,Large,2027,98.02
Nigeria,Financial Services,Medium,2027,34.16
Nigeria,Financial Services,Small,2027,56.01
Nigeria,Gaming,Large,2027,97.81
Nigeria,Gaming,Medium,2027,99.44
Nigeria,Gaming,Small,2027,46.4
Nigeria,Government,Large,2027,83.86
Nigeria,Government,Medium,2027,84.24
Nigeria,Government,Small,2027,60.42
Nigeria,Healthcare,Large,2027,86.36
Nigeria,Healthcare,Medium,2027,76.65
Nigeria,Healthcare,Small,2027,88.76
Nigeria,Legal,Large,2027,89.96
Nigeria,Legal,Medium,2027,67.19
Nigeria,Legal,Small,2027,51.64
Nigeria,Manufacturing,Large,2027,90.36
Nigeria,Manufacturing,Medium,2027,75.18
Nigeria,Manufacturing,Small,2027,78.83
Nigeria,Media & Entertainment,Large,2027,99.5
Nigeria,Media & Entertainment,Medium,2027,67.08
Nigeria,Media & Entertainment,Small,2027,88.43
Nigeria,Retail,Large,2027,62.51
Nigeria,Retail,Medium,2027,41.51
Nigeria,Retail,Small,2027,60.53
Nigeria,Technology,Large,2027,84.67
Nigeria,Technology,Medium,2027,94.98
Nigeria,Technology,Small,2027,61.98
Singapore,Agriculture,Large,2027,78.57
Singapore,Agriculture,Medium,2027,65.62
Singapore,Agriculture,Small,2027,76.75
Singapore,Automotive,Large,2027,96.94
Singapore,Automotive,Medium,2027,96.93
Singapore,Automotive,Small,2027,72.14
Singapore,Education,Large,2027,96.82
Singapore,Education,Medium,2027,98.2
Singapore,Education,Small,2027,88.76
Singapore,Financial Services,Large,2027,96.93
Singapore,Financial Services,Medium,2027,96.95
Singapore,Financial Services,Small,2027,97.55
Singapore,Gaming,Large,2027,96.95
Singapore,Gaming,Medium,2027,91.2
Singapore,Gaming,Small,2027,89.27
Singapore,Government,Large,2027,97.75
Singapore,Government,Medium,2027,99.39
Singapore,Government,Small,2027,79.73
Singapore,Healthcare,Large,2027,97.05
Singapore,Healthcare,Medium,2027,96.99
Singapore,Healthcare,Small,2027,89.38
Singapore,Legal,Large,2027,97.49
Singapore,Legal,Medium,2027,97.99
Singapore,Legal,Small,2027,95.72
Singapore,Manufacturing,Large,2027,96.95
Singapore,Manufacturing,Medium,2027,97.04
Singapore,Manufacturing,Small,2027,97.24
Singapore,Media & Entertainment,Large,2027,97.04
Singapore,Media & Entertainment,Medium,2027,96.99
Singapore,Media & Entertainment,Small,2027,98.98
Singapore,Retail,Large,2027,96.98
Singapore,Retail,Medium,2027,97.02
Singapore,Retail,Small,2027,76.05
Singapore,Technology,Large,2027,97.0
Singapore,Technology,Medium,2027,96.94
Singapore,Technology,Small,2027,82.37
South Africa,Agriculture,Large,2027,84.0
South Africa,Agriculture,Medium,2027,64.52
South Africa,Agriculture,Small,2027,58.35
South Africa,Automotive,Large,2027,66.89
South Africa,Automotive,Medium,2027,99.5
South Africa,Automotive,Small,2027,95.83
South Africa,Education,Large,2027,74.49
South Africa,Education,Medium,2027,21.71
South Africa,Education,Small,2027,65.54
South Africa,Financial Services,Large,2027,98.15
South Africa,Financial Services,Medium,2027,99.5
South Africa,Financial Services,Small,2027,37.83
South Africa,Gaming,Large,2027,97.32
South Africa,Gaming,Medium,2027,99.5
South Africa,Gaming,Small,2027,99.5
South Africa,Government,Large,2027,56.37
South Africa,Government,Medium,2027,64.89
South Africa,Government,Small,2027,64.75
South Africa,Healthcare,Large,2027,67.31
South Africa,Healthcare,Medium,2027,81.82
South Africa,Healthcare,Small,2027,73.9
South Africa,Legal,Large,2027,89.4
South Africa,Legal,Medium,2027,44.85
South Africa,Legal,Small,2027,28.05
South Africa,Manufacturing,Large,2027,99.5
South Africa,Manufacturing,Medium,2027,89.39
South Africa,Manufacturing,Small,2027,99.04
South Africa,Media & Entertainment,Large,2027,97.37
South Africa,Media & Entertainment,Medium,2027,83.31
South Africa,Media & Entertainment,Small,2027,73.67
South Africa,Retail,Large,2027,99.21
South Africa,Retail,Medium,2027,85.21
South Africa,Retail,Small,2027,97.22
South Africa,Technology,Large,2027,97.14
South Africa,Technology,Medium,2027,99.5
South Africa,Technology,Small,2027,62.84
South Korea,Agriculture,Large,2027,70.16
South Korea,Agriculture,Medium,2027,69.9
South Korea,Agriculture,Small,2027,68.93
South Korea,Automotive,Large,2027,96.93
South Korea,Automotive,Medium,2027,97.45
South Korea,Automotive,Small,2027,72.97
South Korea,Education,Large,2027,96.49
South Korea,Education,Medium,2027,99.38
South Korea,Education,Small,2027,58.37
South Korea,Financial Services,Large,2027,96.97
South Korea,Financial Services,Medium,2027,97.44
South Korea,Financial Services,Small,2027,69.6
South Korea,Gaming,Large,2027,96.97
South Korea,Gaming,Medium,2027,95.19
South Korea,Gaming,Small,2027,85.46
South Korea,Government,Large,2027,78.09
South Korea,Government,Medium,2027,94.6
South Korea,Government,Small,2027,72.97
South Korea,Healthcare,Large,2027,97.01
South Korea,Healthcare,Medium,2027,96.95
South Korea,Healthcare,Small,2027,90.28
South Korea,Legal,Large,2027,97.04
South Korea,Legal,Medium,2027,59.85
South Korea,Legal,Small,2027,74.48
South Korea,Manufacturing,Large,2027,96.94
South Korea,Manufacturing,Medium,2027,97.84
South Korea,Manufacturing,Small,2027,65.67
South Korea,Media & Entertainment,Large,2027,96.97
South Korea,Media & Entertainment,Medium,2027,97.45
South Korea,Media & Entertainment,Small,2027,98.75
South Korea,Retail,Large,2027,96.92
South Korea,Retail,Medium,2027,97.33
South Korea,Retail,Small,2027,66.8
South Korea,Technology,Large,2027,97.01
South Korea,Technology,Medium,2027,97.01
South Korea,Technology,Small,2027,99.22
Sweden,Agriculture,Large,2027,95.9
Sweden,Agriculture,Medium,2027,60.75
Sweden,Agriculture,Small,2027,39.73
Sweden,Automotive,Large,2027,96.98
Sweden,Automotive,Medium,2027,97.14
Sweden,Automotive,Small,2027,99.5
Sweden,Education,Large,2027,96.4
Sweden,Education,Medium,2027,96.94
Sweden,Education,Small,2027,62.5
Sweden,Financial Services,Large,2027,97.01
Sweden,Financial Services,Medium,2027,97.03
Sweden,Financial Services,Small,2027,98.72
Sweden,Gaming,Large,2027,96.88
Sweden,Gaming,Medium,2027,96.94
Sweden,Gaming,Small,2027,97.5
Sweden,Government,Large,2027,98.39
Sweden,Government,Medium,2027,76.64
Sweden,Government,Small,2027,79.99
Sweden,Healthcare,Large,2027,96.99
Sweden,Healthcare,Medium,2027,96.92
Sweden,Healthcare,Small,2027,98.79
Sweden,Legal,Large,2027,99.02
Sweden,Legal,Medium,2027,99.5
Sweden,Legal,Small,2027,58.11
Sweden,Manufacturing,Large,2027,97.01
Sweden,Manufacturing,Medium,2027,97.35
Sweden,Manufacturing,Small,2027,77.84
Sweden,Media & Entertainment,Large,2027,97.01
Sweden,Media & Entertainment,Medium,2027,93.35
Sweden,Media & Entertainment,Small,2027,75.69
Sweden,Retail,Large,2027,96.97
Sweden,Retail,Medium,2027,97.66
Sweden,Retail,Small,2027,99.5
Sweden,Technology,Large,2027,96.99
Sweden,Technology,Medium,2027,97.02
Sweden,Technology,Small,2027,95.02
United Kingdom,Agriculture,Large,2027,88.02
United Kingdom,Agriculture,Medium,2027,82.62
United Kingdom,Agriculture,Small,2027,81.07
United Kingdom,Automotive,Large,2027,96.96
United Kingdom,Automotive,Medium,2027,97.37
United Kingdom,Automotive,Small,2027,97.53
United Kingdom,Education,Large,2027,96.54
United Kingdom,Education,Medium,2027,85.73
United Kingdom,Education,Small,2027,99.5
United Kingdom,Financial Services,Large,2027,97.07
United Kingdom,Financial Services,Medium,2027,97.09
United Kingdom,Financial Services,Small,2027,97.26
United Kingdom,Gaming,Large,2027,96.97
United Kingdom,Gaming,Medium,2027,96.96
United Kingdom,Gaming,Small,2027,97.33
United Kingdom,Government,Large,2027,97.48
United Kingdom,Government,Medium,2027,82.92
United Kingdom,Government,Small,2027,85.26
United Kingdom,Healthcare,Large,2027,96.94
United Kingdom,Healthcare,Medium,2027,96.98
United Kingdom,Healthcare,Small,2027,92.83
United Kingdom,Legal,Large,2027,79.07
United Kingdom,Legal,Medium,2027,86.33
United Kingdom,Legal,Small,2027,74.47
United Kingdom,Manufacturing,Large,2027,96.95
United Kingdom,Manufacturing,Medium,2027,97.1
United Kingdom,Manufacturing,Small,2027,89.7
United Kingdom,Media & Entertainment,Large,2027,96.98
United Kingdom,Media & Entertainment,Medium,2027,97.05
United Kingdom,Media & Entertainment,Small,2027,97.31
United Kingdom,Retail,Large,2027,96.94
United Kingdom,Retail,Medium,2027,97.96
United Kingdom,Retail,Small,2027,85.68
